Wavenumber;Absorbance
1839.06;1.78
1839.31;1.78
1839.55;1.78
1839.79;1.78
1840.03;1.78
1840.27;1.78
1840.51;1.78
1840.75;1.78
1840.99;1.78
1841.23;1.78
1841.48;1.78
1841.72;1.78
1841.96;1.78
1842.20;1.77
1842.44;1.77
1842.68;1.77
1842.92;1.77
1843.16;1.77
1843.40;1.77
1843.65;1.77
1843.89;1.77
1844.13;1.77
1844.37;1.77
1844.61;1.77
1844.85;1.78
1845.09;1.78
1845.33;1.78
1845.57;1.78
1845.81;1.78
1846.06;1.78
1846.30;1.78
1846.54;1.78
1846.78;1.78
1847.02;1.78
1847.26;1.78
1847.50;1.78
1847.74;1.78
1847.98;1.78
1848.23;1.78
1848.47;1.78
1848.71;1.78
1848.95;1.78
1849.19;1.78
1849.43;1.78
1849.67;1.78
1849.91;1.78
1850.15;1.78
1850.39;1.78
1850.64;1.78
1850.88;1.78
1851.12;1.78
1851.36;1.78
1851.60;1.78
1851.84;1.78
1852.08;1.78
1852.32;1.78
1852.56;1.78
1852.81;1.78
1853.05;1.78
1853.29;1.78
1853.53;1.78
1853.77;1.78
1854.01;1.78
1854.25;1.78
1854.49;1.78
1854.73;1.78
1854.97;1.78
1855.22;1.78
1855.46;1.78
1855.70;1.78
1855.94;1.78
1856.18;1.78
1856.42;1.78
1856.66;1.78
1856.90;1.78
1857.14;1.78
1857.39;1.78
1857.63;1.78
1857.87;1.78
1858.11;1.78
1858.35;1.78
1858.59;1.78
1858.83;1.78
1859.07;1.78
1859.31;1.78
1859.56;1.78
1859.80;1.78
1860.04;1.78
1860.28;1.78
1860.52;1.78
1860.76;1.78
1861.00;1.78
1861.24;1.78
1861.48;1.78
1861.72;1.78
1861.97;1.78
1862.21;1.78
1862.45;1.78
1862.69;1.78
1862.93;1.78
1863.17;1.78
1863.41;1.78
1863.65;1.78
1863.89;1.78
1864.14;1.78
1864.38;1.78
1864.62;1.78
1864.86;1.78
1865.10;1.78
1865.34;1.78
1865.58;1.78
1865.82;1.78
1866.06;1.78
1866.30;1.78
1866.55;1.78
1866.79;1.77
1867.03;1.77
1867.27;1.77
1867.51;1.77
1867.75;1.77
1867.99;1.77
1868.23;1.77
1868.47;1.77
1868.72;1.78
1868.96;1.78
1869.20;1.78
1869.44;1.78
1869.68;1.78
1869.92;1.78
1870.16;1.78
1870.40;1.78
1870.64;1.78
1870.89;1.78
1871.13;1.78
1871.37;1.78
1871.61;1.78
1871.85;1.78
1872.09;1.78
1872.33;1.78
1872.57;1.78
1872.81;1.78
1873.05;1.78
1873.30;1.78
1873.54;1.78
1873.78;1.78
1874.02;1.78
1874.26;1.78
1874.50;1.78
1874.74;1.78
1874.98;1.78
1875.22;1.78
1875.47;1.78
1875.71;1.78
1875.95;1.79
1876.19;1.79
1876.43;1.79
1876.67;1.79
1876.91;1.79
1877.15;1.79
1877.39;1.79
1877.63;1.79
1877.88;1.79
1878.12;1.79
1878.36;1.79
1878.60;1.79
1878.84;1.79
1879.08;1.79
1879.32;1.79
1879.56;1.79
1879.80;1.80
1880.05;1.80
1880.29;1.80
1880.53;1.80
1880.77;1.80
1881.01;1.80
1881.25;1.80
1881.49;1.80
1881.73;1.80
1881.97;1.80
1882.21;1.80
1882.46;1.80
1882.70;1.81
1882.94;1.81
1883.18;1.81
1883.42;1.81
1883.66;1.81
1883.90;1.81
1884.14;1.81
1884.38;1.81
1884.63;1.81
1884.87;1.81
1885.11;1.81
1885.35;1.81
1885.59;1.81
1885.83;1.81
1886.07;1.81
1886.31;1.81
1886.55;1.81
1886.80;1.81
1887.04;1.81
1887.28;1.81
1887.52;1.81
1887.76;1.81
1888.00;1.81
1888.24;1.81
1888.48;1.81
1888.72;1.80
1888.96;1.80
1889.21;1.80
1889.45;1.81
1889.69;1.81
1889.93;1.81
1890.17;1.81
1890.41;1.81
1890.65;1.81
1890.89;1.81
1891.13;1.81
1891.38;1.81
1891.62;1.81
1891.86;1.81
1892.10;1.81
1892.34;1.81
1892.58;1.81
1892.82;1.81
1893.06;1.81
1893.30;1.81
1893.54;1.81
1893.79;1.81
1894.03;1.81
1894.27;1.81
1894.51;1.81
1894.75;1.80
1894.99;1.80
1895.23;1.80
1895.47;1.80
1895.71;1.80
1895.96;1.80
1896.20;1.80
1896.44;1.80
1896.68;1.80
1896.92;1.80
1897.16;1.80
1897.40;1.80
1897.64;1.80
1897.88;1.80
1898.13;1.80
1898.37;1.80
1898.61;1.80
1898.85;1.80
1899.09;1.79
1899.33;1.79
1899.57;1.79
1899.81;1.79
1900.05;1.79
1900.29;1.79
1900.54;1.79
1900.78;1.79
1901.02;1.79
1901.26;1.79
1901.50;1.79
1901.74;1.79
1901.98;1.79
1902.22;1.79
1902.46;1.79
1902.71;1.78
1902.95;1.78
1903.19;1.78
1903.43;1.78
1903.67;1.78
1903.91;1.78
1904.15;1.78
1904.39;1.78
1904.63;1.78
1904.87;1.78
1905.12;1.78
1905.36;1.78
1905.60;1.78
1905.84;1.78
1906.08;1.78
1906.32;1.78
1906.56;1.78
1906.80;1.78
1907.04;1.78
1907.29;1.78
1907.53;1.78
1907.77;1.78
1908.01;1.78
1908.25;1.78
1908.49;1.78
1908.73;1.78
1908.97;1.78
1909.21;1.78
1909.46;1.78
1909.70;1.78
1909.94;1.78
1910.18;1.78
1910.42;1.78
1910.66;1.78
1910.90;1.78
1911.14;1.78
1911.38;1.78
1911.62;1.78
1911.87;1.78
1912.11;1.78
1912.35;1.78
1912.59;1.78
1912.83;1.78
1913.07;1.78
1913.31;1.78
1913.55;1.78
1913.79;1.78
1914.04;1.78
1914.28;1.78
1914.52;1.78
1914.76;1.78
1915.00;1.78
1915.24;1.78
1915.48;1.78
1915.72;1.78
1915.96;1.78
1916.20;1.78
1916.45;1.78
1916.69;1.78
1916.93;1.78
1917.17;1.78
1917.41;1.78
1917.65;1.78
1917.89;1.78
1918.13;1.78
1918.37;1.78
1918.62;1.78
1918.86;1.78
1919.10;1.78
1919.34;1.78
1919.58;1.78
1919.82;1.78
1920.06;1.78
1920.30;1.78
1920.54;1.78
1920.78;1.78
1921.03;1.78
1921.27;1.78
1921.51;1.78
1921.75;1.78
1921.99;1.78
1922.23;1.78
1922.47;1.78
1922.71;1.78
1922.95;1.78
1923.20;1.78
1923.44;1.78
1923.68;1.78
1923.92;1.78
1924.16;1.78
1924.40;1.78
1924.64;1.78
1924.88;1.78
1925.12;1.78
1925.37;1.78
1925.61;1.78
1925.85;1.78
1926.09;1.78
1926.33;1.78
1926.57;1.78
1926.81;1.78
1927.05;1.78
1927.29;1.78
1927.53;1.78
1927.78;1.78
1928.02;1.78
1928.26;1.78
1928.50;1.78
1928.74;1.78
1928.98;1.78
1929.22;1.78
1929.46;1.78
1929.70;1.78
1929.95;1.78
1930.19;1.78
1930.43;1.78
1930.67;1.78
1930.91;1.78
1931.15;1.78
1931.39;1.78
1931.63;1.78
1931.87;1.78
1932.11;1.78
1932.36;1.78
1932.60;1.78
1932.84;1.78
1933.08;1.78
1933.32;1.78
1933.56;1.78
1933.80;1.78
1934.04;1.78
1934.28;1.78
1934.53;1.78
1934.77;1.78
1935.01;1.78
1935.25;1.78
1935.49;1.78
1935.73;1.78
1935.97;1.78
1936.21;1.78
1936.45;1.78
1936.70;1.78
1936.94;1.78
1937.18;1.78
1937.42;1.78
1937.66;1.78
1937.90;1.78
1938.14;1.78
1938.38;1.78
1938.62;1.78
1938.86;1.78
1939.11;1.78
1939.35;1.78
1939.59;1.78
1939.83;1.78
1940.07;1.78
1940.31;1.78
1940.55;1.78
1940.79;1.78
1941.03;1.78
1941.28;1.78
1941.52;1.78
1941.76;1.78
1942.00;1.78
1942.24;1.78
1942.48;1.78
1942.72;1.78
1942.96;1.78
1943.20;1.78
1943.44;1.78
1943.69;1.78
1943.93;1.78
1944.17;1.79
1944.41;1.79
1944.65;1.79
1944.89;1.79
1945.13;1.79
1945.37;1.79
1945.61;1.79
1945.86;1.79
1946.10;1.79
1946.34;1.79
1946.58;1.79
1946.82;1.79
1947.06;1.79
1947.30;1.79
1947.54;1.79
1947.78;1.79
1948.03;1.79
1948.27;1.79
1948.51;1.79
1948.75;1.79
1948.99;1.79
1949.23;1.79
1949.47;1.79
1949.71;1.79
1949.95;1.79
1950.19;1.79
1950.44;1.79
1950.68;1.79
1950.92;1.80
1951.16;1.80
1951.40;1.80
1951.64;1.80
1951.88;1.80
1952.12;1.80
1952.36;1.80
1952.61;1.80
1952.85;1.80
1953.09;1.80
1953.33;1.80
1953.57;1.80
1953.81;1.80
1954.05;1.80
1954.29;1.80
1954.53;1.80
1954.77;1.80
1955.02;1.80
1955.26;1.80
1955.50;1.80
1955.74;1.80
1955.98;1.80
1956.22;1.80
1956.46;1.80
1956.70;1.80
1956.94;1.80
1957.19;1.80
1957.43;1.80
1957.67;1.80
1957.91;1.80
1958.15;1.80
1958.39;1.80
1958.63;1.80
1958.87;1.80
1959.11;1.80
1959.35;1.79
1959.60;1.79
1959.84;1.79
1960.08;1.79
1960.32;1.79
1960.56;1.79
1960.80;1.79
1961.04;1.79
1961.28;1.79
1961.52;1.79
1961.77;1.79
1962.01;1.79
1962.25;1.79
1962.49;1.79
1962.73;1.79
1962.97;1.79
1963.21;1.79
1963.45;1.79
1963.69;1.79
1963.94;1.79
1964.18;1.79
1964.42;1.79
1964.66;1.79
1964.90;1.79
1965.14;1.79
1965.38;1.79
1965.62;1.79
1965.86;1.79
1966.10;1.79
1966.35;1.79
1966.59;1.79
1966.83;1.79
1967.07;1.79
1967.31;1.80
1967.55;1.80
1967.79;1.80
1968.03;1.80
1968.27;1.80
1968.52;1.80
1968.76;1.80
1969.00;1.80
1969.24;1.80
1969.48;1.80
1969.72;1.80
1969.96;1.80
1970.20;1.80
1970.44;1.80
1970.68;1.80
1970.93;1.80
1971.17;1.80
1971.41;1.80
1971.65;1.80
1971.89;1.80
1972.13;1.80
1972.37;1.80
1972.61;1.80
1972.85;1.80
1973.10;1.80
1973.34;1.80
1973.58;1.80
1973.82;1.80
1974.06;1.80
1974.30;1.80
1974.54;1.80
1974.78;1.80
1975.02;1.80
1975.27;1.80
1975.51;1.80
1975.75;1.80
1975.99;1.80
1976.23;1.80
1976.47;1.80
1976.71;1.80
1976.95;1.80
1977.19;1.80
1977.43;1.80
1977.68;1.80
1977.92;1.80
1978.16;1.80
1978.40;1.80
1978.64;1.80
1978.88;1.80
1979.12;1.80
1979.36;1.80
1979.60;1.80
1979.85;1.80
1980.09;1.80
1980.33;1.80
1980.57;1.80
1980.81;1.80
1981.05;1.80
1981.29;1.80
1981.53;1.80
1981.77;1.80
1982.01;1.81
1982.26;1.81
1982.50;1.81
1982.74;1.81
1982.98;1.81
1983.22;1.81
1983.46;1.81
1983.70;1.81
1983.94;1.81
1984.18;1.81
1984.43;1.81
1984.67;1.81
1984.91;1.81
1985.15;1.81
1985.39;1.81
1985.63;1.81
1985.87;1.81
1986.11;1.81
1986.35;1.81
1986.59;1.81
1986.84;1.81
1987.08;1.81
1987.32;1.81
1987.56;1.81
1987.80;1.81
1988.04;1.81
1988.28;1.81
1988.52;1.81
1988.76;1.81
1989.01;1.81
1989.25;1.81
1989.49;1.81
1989.73;1.81
1989.97;1.81
1990.21;1.81
1990.45;1.81
1990.69;1.81
1990.93;1.82
1991.18;1.82
1991.42;1.82
1991.66;1.82
1991.90;1.82
1992.14;1.82
1992.38;1.82
1992.62;1.82
1992.86;1.82
1993.10;1.82
1993.34;1.82
1993.59;1.82
1993.83;1.82
1994.07;1.82
1994.31;1.82
1994.55;1.82
1994.79;1.82
1995.03;1.82
1995.27;1.82
1995.51;1.82
1995.76;1.82
1996.00;1.82
1996.24;1.82
1996.48;1.82
1996.72;1.82
1996.96;1.83
1997.20;1.83
1997.44;1.83
1997.68;1.83
1997.92;1.83
1998.17;1.83
1998.41;1.83
1998.65;1.83
1998.89;1.83
1999.13;1.83
1999.37;1.83
1999.61;1.83
1999.85;1.83
2000.09;1.83
2000.34;1.83
2000.58;1.83
2000.82;1.83
2001.06;1.83
2001.30;1.83
2001.54;1.83
2001.78;1.84
2002.02;1.84
2002.26;1.84
2002.51;1.84
2002.75;1.84
2002.99;1.84
2003.23;1.84
2003.47;1.84
2003.71;1.84
2003.95;1.84
2004.19;1.84
2004.43;1.84
2004.67;1.84
2004.92;1.84
2005.16;1.84
2005.40;1.84
2005.64;1.84
2005.88;1.84
2006.12;1.84
2006.36;1.84
2006.60;1.84
2006.84;1.84
2007.09;1.84
2007.33;1.84
2007.57;1.84
2007.81;1.84
2008.05;1.84
2008.29;1.84
2008.53;1.84
2008.77;1.84
2009.01;1.84
2009.25;1.84
2009.50;1.84
2009.74;1.84
2009.98;1.84
2010.22;1.84
2010.46;1.84
2010.70;1.84
2010.94;1.84
2011.18;1.84
2011.42;1.84
2011.67;1.84
2011.91;1.84
2012.15;1.84
2012.39;1.84
2012.63;1.84
2012.87;1.84
2013.11;1.84
2013.35;1.84
2013.59;1.84
2013.83;1.84
2014.08;1.84
2014.32;1.84
2014.56;1.84
2014.80;1.84
2015.04;1.84
2015.28;1.84
2015.52;1.84
2015.76;1.84
2016.00;1.84
2016.25;1.84
2016.49;1.84
2016.73;1.84
2016.97;1.84
2017.21;1.84
2017.45;1.84
2017.69;1.84
2017.93;1.84
2018.17;1.84
2018.42;1.84
2018.66;1.84
2018.90;1.84
2019.14;1.84
2019.38;1.84
2019.62;1.84
2019.86;1.84
2020.10;1.84
2020.34;1.84
2020.58;1.84
2020.83;1.84
2021.07;1.84
2021.31;1.84
2021.55;1.84
2021.79;1.84
2022.03;1.84
2022.27;1.84
2022.51;1.84
2022.75;1.84
2023.00;1.84
2023.24;1.84
2023.48;1.84
2023.72;1.84
2023.96;1.84
2024.20;1.84
2024.44;1.84
2024.68;1.84
2024.92;1.84
2025.16;1.84
2025.41;1.84
2025.65;1.84
2025.89;1.84
2026.13;1.84
2026.37;1.84
2026.61;1.84
2026.85;1.84
2027.09;1.84
2027.33;1.84
2027.58;1.84
2027.82;1.84
2028.06;1.84
2028.30;1.84
2028.54;1.84
2028.78;1.84
2029.02;1.84
2029.26;1.84
2029.50;1.84
2029.75;1.84
2029.99;1.84
2030.23;1.84
2030.47;1.84
2030.71;1.84
2030.95;1.84
2031.19;1.84
2031.43;1.84
2031.67;1.84
2031.91;1.84
2032.16;1.84
2032.40;1.84
2032.64;1.84
2032.88;1.84
2033.12;1.84
2033.36;1.84
2033.60;1.84
2033.84;1.84
2034.08;1.84
2034.33;1.84
2034.57;1.84
2034.81;1.84
2035.05;1.84
2035.29;1.84
2035.53;1.84
2035.77;1.84
2036.01;1.84
2036.25;1.84
2036.49;1.84
2036.74;1.84
2036.98;1.84
2037.22;1.84
2037.46;1.84
2037.70;1.84
2037.94;1.84
2038.18;1.84
2038.42;1.84
2038.66;1.84
2038.91;1.84
2039.15;1.84
2039.39;1.84
2039.63;1.84
2039.87;1.84
2040.11;1.84
2040.35;1.84
2040.59;1.84
2040.83;1.84
2041.08;1.84
2041.32;1.84
2041.56;1.84
2041.80;1.84
2042.04;1.84
2042.28;1.84
2042.52;1.84
2042.76;1.84
2043.00;1.84
2043.24;1.84
2043.49;1.84
2043.73;1.84
2043.97;1.84
2044.21;1.84
2044.45;1.84
2044.69;1.84
2044.93;1.84
2045.17;1.84
2045.41;1.84
2045.66;1.84
2045.90;1.84
2046.14;1.84
2046.38;1.84
2046.62;1.84
2046.86;1.84
2047.10;1.84
2047.34;1.84
2047.58;1.85
2047.82;1.85
2048.07;1.85
2048.31;1.85
2048.55;1.85
2048.79;1.85
2049.03;1.85
2049.27;1.85
2049.51;1.85
2049.75;1.85
2049.99;1.85
2050.24;1.85
2050.48;1.85
2050.72;1.85
2050.96;1.85
2051.20;1.85
2051.44;1.85
2051.68;1.85
2051.92;1.85
2052.16;1.85
2052.41;1.85
2052.65;1.85
2052.89;1.85
2053.13;1.85
2053.37;1.85
2053.61;1.85
2053.85;1.86
2054.09;1.86
2054.33;1.86
2054.57;1.86
2054.82;1.86
2055.06;1.86
2055.30;1.86
2055.54;1.86
2055.78;1.86
2056.02;1.86
2056.26;1.86
2056.50;1.86
2056.74;1.86
2056.99;1.86
2057.23;1.86
2057.47;1.86
2057.71;1.86
2057.95;1.86
2058.19;1.86
2058.43;1.86
2058.67;1.86
2058.91;1.86
2059.15;1.86
2059.40;1.86
2059.64;1.86
2059.88;1.86
2060.12;1.86
2060.36;1.86
2060.60;1.86
2060.84;1.86
2061.08;1.86
2061.32;1.87
2061.57;1.87
2061.81;1.87
2062.05;1.87
2062.29;1.87
2062.53;1.87
2062.77;1.87
2063.01;1.87
2063.25;1.87
2063.49;1.87
2063.73;1.87
2063.98;1.86
2064.22;1.86
2064.46;1.86
2064.70;1.86
2064.94;1.86
2065.18;1.86
2065.42;1.86
2065.66;1.86
2065.90;1.86
2066.15;1.86
2066.39;1.86
2066.63;1.86
2066.87;1.86
2067.11;1.86
2067.35;1.86
2067.59;1.86
2067.83;1.86
2068.07;1.86
2068.32;1.86
2068.56;1.86
2068.80;1.86
2069.04;1.86
2069.28;1.86
2069.52;1.86
2069.76;1.86
2070.00;1.86
2070.24;1.86
2070.48;1.86
2070.73;1.85
2070.97;1.85
2071.21;1.85
2071.45;1.85
2071.69;1.85
2071.93;1.85
2072.17;1.85
2072.41;1.85
2072.65;1.85
2072.90;1.85
2073.14;1.85
2073.38;1.85
2073.62;1.85
2073.86;1.85
2074.10;1.85
2074.34;1.85
2074.58;1.85
2074.82;1.85
2075.06;1.85
2075.31;1.85
2075.55;1.85
2075.79;1.85
2076.03;1.85
2076.27;1.85
2076.51;1.85
2076.75;1.85
2076.99;1.85
2077.23;1.85
2077.48;1.85
2077.72;1.85
2077.96;1.85
2078.20;1.85
2078.44;1.85
2078.68;1.85
2078.92;1.84
2079.16;1.84
2079.40;1.84
2079.65;1.84
2079.89;1.84
2080.13;1.84
2080.37;1.84
2080.61;1.84
2080.85;1.84
2081.09;1.84
2081.33;1.84
2081.57;1.84
2081.81;1.84
2082.06;1.84
2082.30;1.84
2082.54;1.84
2082.78;1.84
2083.02;1.84
2083.26;1.84
2083.50;1.84
2083.74;1.84
2083.98;1.84
2084.23;1.85
2084.47;1.85
2084.71;1.85
2084.95;1.84
2085.19;1.84
2085.43;1.84
2085.67;1.84
2085.91;1.84
2086.15;1.84
2086.39;1.84
2086.64;1.84
2086.88;1.84
2087.12;1.84
2087.36;1.84
2087.60;1.84
2087.84;1.84
2088.08;1.84
2088.32;1.84
2088.56;1.84
2088.81;1.84
2089.05;1.84
2089.29;1.84
2089.53;1.84
2089.77;1.85
2090.01;1.85
2090.25;1.85
2090.49;1.85
2090.73;1.85
2090.97;1.85
2091.22;1.85
2091.46;1.85
2091.70;1.85
2091.94;1.85
2092.18;1.85
2092.42;1.85
2092.66;1.85
2092.90;1.85
2093.14;1.85
2093.39;1.85
2093.63;1.85
2093.87;1.85
2094.11;1.85
2094.35;1.85
2094.59;1.85
2094.83;1.85
2095.07;1.85
2095.31;1.85
2095.56;1.85
2095.80;1.85
2096.04;1.85
2096.28;1.85
2096.52;1.85
2096.76;1.85
2097.00;1.85
2097.24;1.85
2097.48;1.85
2097.72;1.85
2097.97;1.85
2098.21;1.85
2098.45;1.85
2098.69;1.85
2098.93;1.85
2099.17;1.85
2099.41;1.85
2099.65;1.85
2099.89;1.85
2100.14;1.85
2100.38;1.85
2100.62;1.85
2100.86;1.85
2101.10;1.85
2101.34;1.85
2101.58;1.85
2101.82;1.85
2102.06;1.85
2102.30;1.85
2102.55;1.85
2102.79;1.85
2103.03;1.85
2103.27;1.85
2103.51;1.85
2103.75;1.85
2103.99;1.85
2104.23;1.85
2104.47;1.85
2104.72;1.85
2104.96;1.85
2105.20;1.85
2105.44;1.85
2105.68;1.85
2105.92;1.85
2106.16;1.85
2106.40;1.85
2106.64;1.85
2106.89;1.85
2107.13;1.85
2107.37;1.85
2107.61;1.85
2107.85;1.85
2108.09;1.85
2108.33;1.85
2108.57;1.85
2108.81;1.85
2109.05;1.85
2109.30;1.85
2109.54;1.85
2109.78;1.85
2110.02;1.85
2110.26;1.85
2110.50;1.85
2110.74;1.85
2110.98;1.85
2111.22;1.85
2111.47;1.85
2111.71;1.85
2111.95;1.85
2112.19;1.85
2112.43;1.85
2112.67;1.85
2112.91;1.85
2113.15;1.85
2113.39;1.85
2113.63;1.85
2113.88;1.85
2114.12;1.85
2114.36;1.85
2114.60;1.85
2114.84;1.85
2115.08;1.85
2115.32;1.85
2115.56;1.85
2115.80;1.85
2116.05;1.85
2116.29;1.85
2116.53;1.85
2116.77;1.85
2117.01;1.85
2117.25;1.85
2117.49;1.85
2117.73;1.85
2117.97;1.85
2118.22;1.85
2118.46;1.85
2118.70;1.85
2118.94;1.85
2119.18;1.85
2119.42;1.85
2119.66;1.85
2119.90;1.85
2120.14;1.85
2120.38;1.85
2120.63;1.85
2120.87;1.85
2121.11;1.85
2121.35;1.85
2121.59;1.85
2121.83;1.85
2122.07;1.85
2122.31;1.85
2122.55;1.85
2122.80;1.85
2123.04;1.85
2123.28;1.85
2123.52;1.85
2123.76;1.85
2124.00;1.85
2124.24;1.85
2124.48;1.85
2124.72;1.85
2124.96;1.85
2125.21;1.85
2125.45;1.85
2125.69;1.85
2125.93;1.85
2126.17;1.85
2126.41;1.85
2126.65;1.85
2126.89;1.85
2127.13;1.85
2127.38;1.85
2127.62;1.85
2127.86;1.85
2128.10;1.85
2128.34;1.85
2128.58;1.85
2128.82;1.85
2129.06;1.85
2129.30;1.86
2129.54;1.86
2129.79;1.86
2130.03;1.86
2130.27;1.86
2130.51;1.86
2130.75;1.86
2130.99;1.86
2131.23;1.86
2131.47;1.86
2131.71;1.86
2131.96;1.86
2132.20;1.86
2132.44;1.86
2132.68;1.86
2132.92;1.86
2133.16;1.86
2133.40;1.86
2133.64;1.86
2133.88;1.86
2134.13;1.86
2134.37;1.86
2134.61;1.86
2134.85;1.86
2135.09;1.86
2135.33;1.86
2135.57;1.86
2135.81;1.86
2136.05;1.86
2136.29;1.86
2136.54;1.86
2136.78;1.86
2137.02;1.86
2137.26;1.86
2137.50;1.86
2137.74;1.86
2137.98;1.86
2138.22;1.87
2138.46;1.87
2138.71;1.87
2138.95;1.87
2139.19;1.87
2139.43;1.87
2139.67;1.87
2139.91;1.87
2140.15;1.87
2140.39;1.87
2140.63;1.87
2140.87;1.87
2141.12;1.87
2141.36;1.87
2141.60;1.87
2141.84;1.87
2142.08;1.87
2142.32;1.87
2142.56;1.87
2142.80;1.87
2143.04;1.87
2143.29;1.87
2143.53;1.87
2143.77;1.87
2144.01;1.87
2144.25;1.87
2144.49;1.87
2144.73;1.87
2144.97;1.87
2145.21;1.87
2145.46;1.86
2145.70;1.86
2145.94;1.86
2146.18;1.86
2146.42;1.86
2146.66;1.86
2146.90;1.86
2147.14;1.86
2147.38;1.86
2147.62;1.86
2147.87;1.86
2148.11;1.86
2148.35;1.86
2148.59;1.86
2148.83;1.86
2149.07;1.86
2149.31;1.86
2149.55;1.86
2149.79;1.86
2150.04;1.86
2150.28;1.86
2150.52;1.86
2150.76;1.86
2151.00;1.86
2151.24;1.86
2151.48;1.86
2151.72;1.86
2151.96;1.86
2152.20;1.86
2152.45;1.86
2152.69;1.86
2152.93;1.86
2153.17;1.86
2153.41;1.86
2153.65;1.86
2153.89;1.86
2154.13;1.86
2154.37;1.86
2154.62;1.86
2154.86;1.86
2155.10;1.86
2155.34;1.86
2155.58;1.86
2155.82;1.86
2156.06;1.86
2156.30;1.86
2156.54;1.86
2156.78;1.86
2157.03;1.86
2157.27;1.86
2157.51;1.86
2157.75;1.86
2157.99;1.86
2158.23;1.86
2158.47;1.86
2158.71;1.86
2158.95;1.86
2159.20;1.86
2159.44;1.86
2159.68;1.86
2159.92;1.86
2160.16;1.86
2160.40;1.86
2160.64;1.86
2160.88;1.86
2161.12;1.86
2161.37;1.86
2161.61;1.86
2161.85;1.86
2162.09;1.86
2162.33;1.86
2162.57;1.86
2162.81;1.86
2163.05;1.86
2163.29;1.86
2163.53;1.86
2163.78;1.86
2164.02;1.86
2164.26;1.86
2164.50;1.86
2164.74;1.86
2164.98;1.86
2165.22;1.86
2165.46;1.86
2165.70;1.86
2165.95;1.86
2166.19;1.86
2166.43;1.86
2166.67;1.86
2166.91;1.86
2167.15;1.86
2167.39;1.86
2167.63;1.86
2167.87;1.86
2168.12;1.86
2168.36;1.86
2168.60;1.86
2168.84;1.86
2169.08;1.86
2169.32;1.86
2169.56;1.86
2169.80;1.86
2170.04;1.86
2170.28;1.86
2170.53;1.86
2170.77;1.86
2171.01;1.86
2171.25;1.86
2171.49;1.86
2171.73;1.86
2171.97;1.86
2172.21;1.86
2172.45;1.86
2172.70;1.86
2172.94;1.86
2173.18;1.86
2173.42;1.86
2173.66;1.86
2173.90;1.86
2174.14;1.86
2174.38;1.86
2174.62;1.86
2174.86;1.86
2175.11;1.86
2175.35;1.86
2175.59;1.86
2175.83;1.86
2176.07;1.86
2176.31;1.86
2176.55;1.86
2176.79;1.86
2177.03;1.86
2177.28;1.86
2177.52;1.86
2177.76;1.86
2178.00;1.86
2178.24;1.86
2178.48;1.86
2178.72;1.86
2178.96;1.86
2179.20;1.86
2179.44;1.86
2179.69;1.86
2179.93;1.86
2180.17;1.86
2180.41;1.86
2180.65;1.86
2180.89;1.87
2181.13;1.87
2181.37;1.87
2181.61;1.87
2181.86;1.87
2182.10;1.87
2182.34;1.87
2182.58;1.87
2182.82;1.87
2183.06;1.87
2183.30;1.87
2183.54;1.87
2183.78;1.87
2184.02;1.87
2184.27;1.87
2184.51;1.87
2184.75;1.87
2184.99;1.87
2185.23;1.87
2185.47;1.87
2185.71;1.87
2185.95;1.87
2186.19;1.87
2186.44;1.87
2186.68;1.87
2186.92;1.87
2187.16;1.87
2187.40;1.87
2187.64;1.87
2187.88;1.87
2188.12;1.87
2188.36;1.87
2188.61;1.87
2188.85;1.87
2189.09;1.87
2189.33;1.87
2189.57;1.87
2189.81;1.87
2190.05;1.87
2190.29;1.87
2190.53;1.87
2190.77;1.87
2191.02;1.87
2191.26;1.87
2191.50;1.87
2191.74;1.87
2191.98;1.87
2192.22;1.87
2192.46;1.87
2192.70;1.87
2192.94;1.87
2193.19;1.87
2193.43;1.87
2193.67;1.87
2193.91;1.87
2194.15;1.87
2194.39;1.87
2194.63;1.87
2194.87;1.87
2195.11;1.87
2195.35;1.87
2195.60;1.87
2195.84;1.87
2196.08;1.87
2196.32;1.87
2196.56;1.87
2196.80;1.87
2197.04;1.87
2197.28;1.88
2197.52;1.88
2197.77;1.88
2198.01;1.88
2198.25;1.88
2198.49;1.88
2198.73;1.88
2198.97;1.88
2199.21;1.88
2199.45;1.88
2199.69;1.88
2199.94;1.88
2200.18;1.88
2200.42;1.88
2200.66;1.88
2200.90;1.88
2201.14;1.88
2201.38;1.88
2201.62;1.88
2201.86;1.88
2202.10;1.88
2202.35;1.88
2202.59;1.88
2202.83;1.88
2203.07;1.88
2203.31;1.88
2203.55;1.88
2203.79;1.88
2204.03;1.88
2204.27;1.88
2204.52;1.88
2204.76;1.88
2205.00;1.88
2205.24;1.89
2205.48;1.89
2205.72;1.89
2205.96;1.89
2206.20;1.89
2206.44;1.89
2206.68;1.89
2206.93;1.89
2207.17;1.89
2207.41;1.89
2207.65;1.89
2207.89;1.89
2208.13;1.89
2208.37;1.89
2208.61;1.89
2208.85;1.89
2209.10;1.89
2209.34;1.89
2209.58;1.89
2209.82;1.89
2210.06;1.89
2210.30;1.89
2210.54;1.89
2210.78;1.89
2211.02;1.89
2211.27;1.89
2211.51;1.89
2211.75;1.89
2211.99;1.89
2212.23;1.89
2212.47;1.89
2212.71;1.89
2212.95;1.89
2213.19;1.89
2213.43;1.89
